#,Batch,Title,Author,Summary,Rooms,Resolutions,Concept Originality,Mechanics Originality,Interesting Details,Map Quality,Humor,Content Rating,Average,Source File,Rated At,Model
200,2012,The Lost Temple of Moradin,Jan Pralle,"A classic stone dungeon map with a southern entrance chamber, a trapped hallway guarded by goblin-like figures, and a northern sanctuary featuring a glowing altar and a red web pattern on the floor. The map is suited for exploration, combat, and puzzle-solving.",6,"Combat, Puzzles, Traps, Exploration",3.0,2.0,5.0,3.0,1.0,PG,3.25,E067_JanPralle_TheLostTempleofMoradin.md,2026-06-28T07:23:54.369Z,deepseek/deepseek-v4-flash
201,2012,Axo's Dungeon,Paolo Stonewerks,"A classic old-school dungeon inhabited by reavers and their beasts, featuring a shapechanger, traps, and hidden treasures. Adventurers must navigate treacherous ledges and confront a powerful overlord to claim the riches of Axo's dungeon.",18,"Combat, Diplomacy, Roleplay, Traps, Exploration, Social",5.0,4.0,7.5,7.0,1.5,R,5.88,E068_PaoloGrecoDysonLogosStonewerks_AxosDungeon.md,2026-06-28T07:24:00.873Z,deepseek/deepseek-v4-flash
202,2012,The Ichor of Vercingetorix,CM Lebrun,"A rogue cleric uses the ichor of the demon lord Vercingetorix to raise a gnoll and undead army, threatening local farmlands. Adventurers must explore an ancient sewer system turned cultist lair to rescue a hostage and stop the source of the attacks.",18,"Combat, Puzzles, Traps, Exploration, Fetch Quests",5.5,5.5,7.0,5.0,1.0,PG-13,5.75,E069_CMLebrun_TheIchorofVercingetorix.md,2026-06-28T07:23:58.796Z,deepseek/deepseek-v4-flash
203,2012,The Mourning Wight of Brakhill,John Geoffrey,"Adventurers are hired by a baron to investigate a dwarven smith who vanished with his payment, only to discover his home overrun by ratmen and his spirit transformed into a mourning wight. The dungeon is a natural cave complex filled with monsters, traps, and a tragic backstory.",14,"Combat, Traps, Exploration, Fetch Quests",4.0,4.0,6.0,5.0,2.0,PG-13,4.75,E070_JohnGeoffrey_MourningWightOfBrakhill.md,2026-06-28T07:24:03.712Z,deepseek/deepseek-v4-flash
204,2012,FUNGAL INFECTION!,LSF,"A spore queen has taken over an aqueduct system, threatening the water supply. Players must navigate the facility and caverns, manipulating sluice gates to confront or flood her out.",8,"Combat, Puzzles, Exploration, Traps",6.5,7.0,7.5,6.0,1.0,PG-13,6.75,E071_LSF_FungalInfection.md,2026-06-28T07:24:01.570Z,deepseek/deepseek-v4-flash
205,2012,The Dutch Oven,Dylan Hartwell,"A forge dungeon where players must follow a specific sequence to craft a Lawful or Chaotic +3 longsword, with alignment-based penalties and a guardian statue. The dungeon features monster statues, secret doors, and hazardous forging chambers.",5,"Combat, Puzzles, Traps, Exploration",7.0,8.0,7.0,5.0,1.0,PG-13,6.75,E072_DylanHartwell_TheDutchOven.md,2026-06-28T07:24:02.043Z,deepseek/deepseek-v4-flash
206,2012,The Corrupted Catacombs,Adam Barnes,"Adventurers must navigate a necromancer's crypt complex filled with undead and traps to stop Lusk. The dungeon culminates in a confrontation with Lusk, who may try to negotiate before fighting.",14,"Combat, Diplomacy, Puzzles, Roleplay, Traps, Exploration",5.5,6.5,8.0,7.0,1.0,PG-13,6.75,E073_AdamBarnes_TheCatacombs.md,2026-06-28T07:24:12.442Z,deepseek/deepseek-v4-flash
207,2012,The Hidden Shrine,Diogo Nogueira,"An old dungeon built under a ruined fort, now connected to natural caverns, holds a secret shrine on an island of bones where a necromancer plans to sacrifice a noble family. Adventurers must navigate kobolds, bandits, traps, and a riddle to rescue the victims and stop the ritual.",17,"Combat, Puzzles, Roleplay, Traps, Exploration",5.5,4.5,7.0,6.0,1.0,PG-13,5.75,E074_DiogoNogueira_TheHiddenShrine.md,2026-06-28T07:24:09.298Z,deepseek/deepseek-v4-flash
208,2012,Time Shear,Andrew Durston,"In a mine, dwarves unearth a source of magic that tears rifts in time, causing three different realities to overlap. The party must rescue trapped miners by navigating zones of dinosaurs, robots, and undead.",8,"Combat, Traps, Skill Challenges",7.5,5.0,6.0,6.0,1.0,PG-13,6.12,E076_AndrewHeleenDurston_TimeShear.md,2026-06-28T07:24:12.127Z,deepseek/deepseek-v4-flash
209,2012,LAZZER BEARS!?! FOR TEH WIN: AN UNSUITABLE ADVENTURE FOR CHARACTERS OF ANY LEVEL,Matthew Schmeer,"A chaotic underground lair of laser-shooting alien bears and absurd creatures must be navigated. Players can negotiate card games, avoid dangerous traps, and deal with a deranged wizard.",11,"Combat, Diplomacy, Puzzles, Traps, Roleplay, Exploration, Skill Challenges",10.0,9.5,10.0,6.0,5.0,PG-13,8.88,E077_MatthewSchmeer_LazzerBearsfortehWin.md,2026-06-28T07:24:15.111Z,deepseek/deepseek-v4-flash
210,2012,MakMurdo’s Infinite Sewer,Wayne Snyder,A procedurally generated infinite sewer dungeon where players map modular tunnels and face random encounters and environmental hazards. The quest is to find the mad architect's lost treasure deep within the endless depths.,1,"Combat, Exploration, Traps",8.0,7.5,6.5,5.0,4.0,PG-13,6.75,E078_WayneSnyder_MakMurdosInfiniteSewer.md,2026-06-28T07:24:12.696Z,deepseek/deepseek-v4-flash
211,2012,THE PANOPTICON OF PERIL,Mike Monaco,"A prison designed for total observation, featuring wedge-shaped yards, an annular well, and a central control tower. Players may rescue a prisoner, destroy the prison, or seek treasure while navigating guards, morlocks, and a mummified warden.",4,"Combat, Stealth, Exploration, Puzzles, Roleplay",7.5,8.5,9.0,9.0,2.5,PG-13,8.5,E079_MikeMonaco_ThePanopticonofPeril.md,2026-06-28T07:24:25.110Z,deepseek/deepseek-v4-flash
212,2012,Relaxx Spa,Aaron Bianco,"An abandoned underground spa complex repurposed by hobgoblins, filled with traps, puzzles, and a silent guard room. Adventurers must navigate treacherous corridors and a meditation room with water and light puzzles to reach the treasure in the administrator's office.",16,"Combat, Puzzles, Stealth, Traps, Exploration, Skill Challenges",5.5,6.5,7.5,5.0,3.5,PG-13,6.12,E080_AaronBianco_RelaxxSpa.md,2026-06-28T07:24:23.239Z,deepseek/deepseek-v4-flash
213,2012,Tomb of the Sword of the Vampire Princess,Chris Olson,"A vampire-themed tomb hiding a legendary sword split into three parts, guarded by undead, traps, and an ant colony. The dungeon offers multiple entrances and a mix of stealth, combat, and puzzle-solving.",20,"Combat, Stealth, Traps, Exploration, Puzzles, Fetch Quests",4.5,5.0,6.0,6.0,1.0,PG-13,5.38,E081_ChrisOlson_TomboftheVampirePricessSword.md,2026-06-28T07:24:22.131Z,deepseek/deepseek-v4-flash
214,2012,Rot Tower,Rob S,"Rot Tower is an OSR adventure set in a misshapen rock housing a leper colony, a saint's tomb, and an eldritch terror called The Maw. Players navigate from the surface ruins down to a sea cave, facing wreckers, lepers, and the maddening toll of a bell.",11,"Combat, Diplomacy, Exploration, Roleplay, Stealth",7.5,6.0,8.0,9.0,1.5,PG-13,7.62,E082_RobS_RotTower.md,2026-06-28T07:24:22.687Z,deepseek/deepseek-v4-flash
215,2012,Operation: Eagle Eye,PJ Cunningham,"Operation: Eagle Eye is an espionage-themed one-page RPG mission where player characters infiltrate Wrensfield Air Base to uncover RaptorCorp's secret 'Merlin Project.' The scenario offers multiple infiltration methods, characters, and a genre-switching sidebar for varied play.",13,"Combat, Diplomacy, Puzzles, Stealth, Roleplay, Exploration, Skill Challenges, Traps, Social",9.5,9.0,9.0,7.0,1.5,PG-13,8.62,E083_PJCunningham_OperationEagleEye.md,2026-06-28T07:24:22.915Z,deepseek/deepseek-v4-flash
216,2012,Goblinville,Edward Green,"A fortified goblin settlement built within ruined city outskirts, teeming with traps, tunnels, and a mutant chief. Adventurers must navigate sentries, pit traps, and goblin warrens to confront Chief Foz.",8,"Combat, Traps, Exploration",6.0,6.5,7.0,6.0,2.5,PG-13,6.38,E084_EdwardGreen_Goblinville.md,2026-06-28T07:24:25.977Z,deepseek/deepseek-v4-flash
217,2012,Turtle Shell Bandits,Mark Morrison,"A bandit hideout beneath a giant turtle shell, with the party hired to stop the bandits. They must navigate through rooms of bandits, goblins, and prisoners to complete the quest.",12,"Combat, Exploration",5.5,2.5,4.0,3.0,1.0,PG,3.75,E085_MarkMorrison_TurtleShellBandits.md,2026-06-28T07:24:32.901Z,deepseek/deepseek-v4-flash
218,2012,Close the Gates,Jens Thuresson,"A prison overrun by demons after two hellgates were opened, forcing the players to escape their cells and close the gates. The adventure involves navigating through combat, puzzles, and exploration to stop the demonic invasion.",11,"Combat, Puzzles, Stealth, Exploration, Traps",6.0,7.0,7.5,7.0,1.5,PG-13,6.88,E086_JensThuresson_ClosetheGates.md,2026-06-28T07:24:33.423Z,deepseek/deepseek-v4-flash
219,2012,The Tears of Mother Pestilence,Sersa Victory,"A dark fantasy dungeon where players navigate a plague goddess's citadel filled with warring factions, puzzles, and biological horror. They must stop the avatar of Mother Pestilence from awakening by destroying or negotiating with her, while dealing with the Se'Har pilgrims and a necromancer draining her power.",31,"Combat, Diplomacy, Puzzles, Stealth, Roleplay, Traps, Exploration, Skill Challenges, Social",7.5,8.5,9.0,7.5,1.5,R,8.12,E087_SersaVictory_TheTearsofMotherPestilence.md,2026-06-28T07:24:38.349Z,deepseek/deepseek-v4-flash
220,2012,The Graveyard,Gerardo Tasistro,"A priest's failed resurrection turns him and his love into wights, haunting a ruined chapel and catacombs. Adventurers must navigate the graveyard and underground areas to defeat the undead threat.",11,"Combat, Exploration",3.0,4.0,5.0,6.0,1.0,PG-13,4.5,E088_GerardoTasistro_TheGraveyard.md,2026-06-28T07:24:32.556Z,deepseek/deepseek-v4-flash
221,2012,Enbeserth's Island,Joshua Taylor,"A hex-crawl sandbox where players search a remote island for a wizard's tomb while competing with rival NPCs. The tomb itself features a secret entrance, guardian golems, and a locked treasure room.",4,"Combat, Traps, Exploration",5.0,4.0,5.0,4.0,1.0,PG,4.5,E089_JoshuaTaylor_EnbeserthsIsland.md,2026-06-28T07:24:34.784Z,deepseek/deepseek-v4-flash
222,2012,The Tomb of Snowbite Pass,Will Doyle,"A one-page ice-themed dungeon where adventurers must retrieve the Summer Sword and navigate lethal traps, puzzles, and monsters to help an army cross the pass. The map is drawn in isometric style on aged parchment with handwritten annotations explaining dangers and objectives.",7,"Combat, Puzzles, Fetch Quests, Stealth, Traps, Exploration",6.0,7.0,8.0,8.0,2.0,PG-13,7.25,E090_WillDoyle_TombofSnowbitePass.md,2026-06-28T07:24:35.882Z,deepseek/deepseek-v4-flash
223,2012,Ankhor Deeps,Herwin Wielink,"A multi-level isometric dungeon set in stone ruins and caves, featuring a vertical descent from an entrance hall to a treasure room surrounded by lava. Key locations include a welcome hall with a pool, an altar, a control room with a lever, and winding stairways.",6,Exploration,5.0,3.0,5.0,7.0,1.0,PG,5.0,E091_HerwinWielink_AnkhorDeeps.md,2026-06-28T07:24:41.690Z,deepseek/deepseek-v4-flash
224,2012,Dungeon of Doom,Michael Woodhead,"A half-mad wizard challenges adventurers to an obstacle course of contests and traps for prize money, but the game turns deadly when they must escape alive. The dungeon is a linear series of skill challenges, combats, and hazards.",13,"Combat, Skill Challenges, Traps",6.5,5.5,6.0,4.0,2.5,PG-13,5.5,E092_MichaelWoodhead_DungeonofDoom.md,2026-06-28T07:24:45.035Z,deepseek/deepseek-v4-flash
225,2012,Raven Ridge Mansion,Ryan Lucas,"The PCs investigate a haunted Victorian mansion to resolve the unfinished business of three distinct spirits: a murdered child, a serial killer, and a malevolent entity. They must explore the house, deal with random hauntings, and uncover clues to lay each spirit to rest.",11,"Combat, Diplomacy, Puzzles, Fetch Quests, Exploration, Skill Challenges, Social",7.5,8.0,9.0,5.0,1.0,PG-13,7.38,E093_RyanLucas_RavenRidgeMansion.md,2026-06-28T07:24:46.925Z,deepseek/deepseek-v4-flash
226,2012,Watery Palace of the Ooze Behemoth,Boric uum,"The Watery Palace of the Ooze Behemoth is a temple dedicated to the Snail Demon Urosh, filled with mucus-covered floors and zealous cultists. Players must navigate through various rooms, combat thralls and priests, and contend with the ever-flowing ooze.",19,"Combat, Traps, Exploration, Puzzles",5.5,6.0,8.0,6.0,1.0,PG-13,6.38,E094_BoricGlanduum_TheEbonyObiliskoftheSnailDemon.md,2026-06-28T07:24:50.929Z,deepseek/deepseek-v4-flash
227,2012,The Chaotic Dungeon of Morvant the ......,David Dornbrack,"A whimsical, improvisation-heavy dungeon where the DM brings their own monsters and completes open-ended situational prompts. The 14 keyed locations offer roleplay, traps, and potential encounters.",14,"Combat, Diplomacy, Roleplay, Social, Traps, Exploration",7.0,6.0,5.5,4.0,3.0,PG,5.62,E095_DavidDornbrack_TheChaoticDungeonofMorvantthe.md,2026-06-28T07:24:44.968Z,deepseek/deepseek-v4-flash
228,2012,Down Draft,Shawn Harris,A flying fortress piloted by an ogre mage and his orc and aerial elf minions plunders the kingdom; adventurers must use stealth to infiltrate and stop them.,22,"Combat, Stealth, Traps, Exploration, Puzzles",5.0,4.0,5.0,7.0,1.0,PG-13,5.25,E096_ShawnHarris_DownDraft.md,2026-06-28T07:24:45.981Z,deepseek/deepseek-v4-flash
229,2012,Meckwick's Pair O' Dice,Aaron King,A procedurally generated dungeon where players cut out and fold physical dice to determine room layouts and villain encounters. Adventurers must defeat one or more of three villains trapped inside a magical artifact to retrieve coveted items and escape.,6,"Combat, Fetch Quests, Exploration",10.0,7.5,5.0,8.0,1.0,PG-13,7.62,E097_AaronFrostMundiKing_MeckwicksPairODice.md,2026-06-28T07:25:07.447Z,deepseek/deepseek-v4-flash
230,2012,THE LANISHA CRISIS,Rol Volz,"A news report details a hostage crisis aboard the shuttle Lanisha, with armed kidnappers demanding a ransom. Player characters are likely mercenaries or security forces attempting to rescue the hostages and retake the ship.",6,"Combat, Diplomacy, Stealth, Roleplay, Exploration",7.0,6.0,8.0,8.0,1.0,PG-13,7.25,E098_RolandVolz_TheLanishaCrisis.md,2026-06-28T07:24:57.100Z,deepseek/deepseek-v4-flash
231,2012,Cave of the Hunted,Otsp III,"A cult of prey-worshiping gnolls abducts wildlife and peasants for ritualistic hunts in a cave network dedicated to their demonic rabbit god. The party must navigate a cave system filled with eerie rabbit phenomena, hostile cultists, and a monstrous idol to rescue the captured and survive.",13,"Combat, Diplomacy, Fetch Quests, Stealth, Roleplay, Exploration, Social",7.5,7.0,8.0,6.0,3.5,R,7.12,E099_OtspIII_CaveOfTheHunted.md,2026-06-28T07:24:54.685Z,deepseek/deepseek-v4-flash
232,2012,Paranoia Pyramid,Rodney Sloan,"Paranoia Pyramid is a two-level OSR-style dungeon featuring undead, traps, and a water-based puzzle. Players must navigate pressure plates, quicksand, and a camouflaged pit trap to reach the guardian mummies.",9,"Combat, Traps, Puzzles, Exploration",5.0,6.0,5.0,6.0,1.0,PG,5.5,E100_RodneySloan_ParanoiaPyramid.md,2026-06-28T07:24:54.332Z,deepseek/deepseek-v4-flash
233,2012,The Giant Ant Nest,Clay Grew,"A classic dungeon crawl through a giant ant nest, featuring chambers like an aphid ranch, flooded room, and egg chamber. Players navigate hazards such as a sliding slope and cave-ins while facing giant ants and a spider.",8,"Combat, Exploration, Traps, Skill Challenges",3.5,2.5,6.0,4.0,1.0,PG,4.0,E101_ClayThomasMcGrew_TheGiantAntNest.md,2026-06-28T07:24:54.892Z,deepseek/deepseek-v4-flash
234,2012,Cave of the Stone Sepulchre,SD Hilderbr,"A non-linear cave network combining a kruthik hive, undead king's tomb, and demon-worshipping cultists, featuring puzzles, traps, and a subterranean lagoon. Explorers must navigate multiple wings including a quiz room, grid chamber, and throne of a demon king.",18,"Combat, Puzzles, Exploration, Traps, Skill Challenges, Social, Roleplay",6.5,7.0,7.5,7.0,1.0,PG-13,7.0,E102_SDHilderbrand_CaveoftheStoneSepulchre.md,2026-06-28T07:25:03.688Z,deepseek/deepseek-v4-flash
235,2012,The Ovens of Ar-Gar,David Thiel,"Adventurers seek the source of magical pies in a cave bakery guarded by orcs, goblins, and traps. They must navigate multi-level caverns, solve an orcish riddle, and face a two-headed orc chief and his goblin sorceress accomplice.",19,"Combat, Puzzles, Traps, Exploration, Roleplay, Skill Challenges",7.5,8.0,8.0,8.0,4.0,PG-13,7.88,E103_DavidThiel_TheOvensofArGar.md,2026-06-28T07:25:02.345Z,deepseek/deepseek-v4-flash
236,2012,Devil Gut Rock,Greengoat,"A red sandstone rock formation shaped like steaming guts vents volcanic vapors, where villagers have gone missing. Adventurers must navigate the vertical dungeon to rescue captives and confront a vampire.",18,"Combat, Puzzles, Exploration, Traps, Roleplay, Social",6.5,7.0,8.0,8.0,2.5,PG-13,7.38,E104_Greengoat_DevilGutRock.md,2026-06-28T07:25:06.654Z,deepseek/deepseek-v4-flash
237,2012,Night in 'Al-Farhad's Pearl',Vladislav Volchenko,The party spends the night at an oasis inn and wakes up in a hidden slave dungeon beneath it. They must escape and find evidence to bring the slavers to justice.,25,"Combat, Diplomacy, Puzzles, Stealth, Roleplay, Traps, Exploration, Social",6.5,5.5,7.0,7.5,1.0,PG-13,6.62,E105_VladislavVolchenko_NightinAlFarhadsPearl.md,2026-06-28T07:25:08.617Z,deepseek/deepseek-v4-flash
238,2012,Cult of the Tyrant Kings,Chris Longhurst,"The dungeon is a cult lair under a city, with many rooms including guard posts, a necromancer, torture chambers, and a throne room. Players must navigate traps, secret doors, and varied NPCs to confront the three Tyrant Kings.",21,"Combat, Diplomacy, Puzzles, Fetch Quests, Stealth, Roleplay, Traps, Exploration, Social",5.0,6.0,8.0,4.0,2.5,PG-13,5.75,E106_ChrisLonghurst_CultoftheTyrantKings.md,2026-06-28T07:25:12.470Z,deepseek/deepseek-v4-flash
239,2012,The Burning Lair,Matthew Skipper,"A dragon's volcanic lair guarded by twisted 'blooded' creatures, with four cave systems leading to a central shaft. Heroes must navigate traps and combat to reach the dragon Astrellax.",24,"Combat, Traps, Exploration",5.0,4.0,6.0,7.0,1.0,PG-13,5.5,E107_MatthewSkipper_TheBurningLair.md,2026-06-28T07:25:15.363Z,deepseek/deepseek-v4-flash
240,2013,The Halls of Power (Part 2/3),Michael Getridge,"Heroes navigate electromagic traps in a schematic-like dungeon to retrieve Emmc Stones, while mercenaries also hunt for them. The traps interact cumulatively, posing puzzles and hazards.",5,"Combat, Fetch Quests, Traps, Skill Challenges, Exploration",8.0,8.0,6.0,6.0,1.0,PG,7.0,E001_MichaelGetridge_TheHallsofPower.md,2026-06-28T07:27:03.518Z,deepseek/deepseek-v4-flash
241,2013,Escape From the City of Madness,Ed Nicholson,"The player characters must escape an oppressive city ruled by a cruel dictator by navigating a dangerous sewer network beneath it. They encounter monsters, traps, and political intrigue, including a hidden heir to the throne.",17,"Combat, Diplomacy, Puzzles, Fetch Quests, Stealth, Roleplay, Traps, Exploration, Skill Challenges, Social",6.5,7.0,8.0,6.0,1.0,PG-13,6.88,E002_EdNicholson_EscapefromtheCityofMadness.md,2026-06-28T07:27:04.704Z,deepseek/deepseek-v4-flash
242,2013,...Surface.,Leslie Furlong,"A solo dungeon where the player navigates a collapsing underground complex using sensory cues, seeking escape to the surface. Locations are described through smell, touch, sound, and sight, with branching paths and choices.",12,"Exploration, Stealth, Traps",7.0,6.0,8.0,7.0,1.0,PG-13,7.0,E003_LeslieJFurlong_Surface.md,2026-06-28T07:27:00.655Z,deepseek/deepseek-v4-flash
243,2013,Arena of Blood,bygrinstow,"A gladiatorial arena secretly run by a demon-worshipping cult uses spilled blood to revive a destroyer demon. The dungeon beneath the arena contains traps, cultists, and a final chamber where the demon's hound manifests.",9,"Combat, Traps, Exploration, Roleplay",6.0,6.5,7.0,7.0,2.5,PG-13,6.62,E004_bygrinstow_ArenaofBlood.md,2026-06-28T07:27:00.543Z,deepseek/deepseek-v4-flash
244,2013,Citadel of the Severed Hand,Rob S,"A fallen dwarf citadel now occupied by orcs and a demon, featuring fungus caverns and a peryton. The party can explore, fight, or negotiate their way through 12 keyed locations.",12,"Combat, Diplomacy, Roleplay, Exploration, Social",5.5,6.0,7.0,5.0,1.0,PG-13,5.88,E005_RobS_CitadeloftheSeveredHand.md,2026-06-28T07:27:05.798Z,deepseek/deepseek-v4-flash
245,2013,The Diamond of Hishep-Ratep,Heikki Hallamaa,"A micro-dungeon set in a woodland clearing with a blood pool and statue leading to a waterlogged tomb. Players delve to retrieve a magical diamond while facing oracles, a grey alien, and a root monster.",6,"Combat, Puzzles, Exploration, Skill Challenges, Roleplay",8.5,8.0,8.5,5.0,2.0,PG-13,7.5,E006_HeikkiHallamaa_TheDiamondofHishepRatep.md,2026-06-28T07:27:07.662Z,deepseek/deepseek-v4-flash
246,2013,The Witch’s Hut,Kevin Flynn,"A witch's hut in a peat bog hides an extradimensional interior with three pocket dimensions that must be conquered to retrieve rune discs. The discs unlock a final boss encounter with the witch, who uses charm and a dying curse.",4,"Combat, Puzzles, Exploration",6.0,5.5,7.0,5.0,3.0,PG-13,5.88,E007_KevinFlynn_TheWitchsHut.md,2026-06-28T07:27:11.284Z,deepseek/deepseek-v4-flash
247,2013,Court of the King of No Men,Misha Favorov,"A minor nature god has taken over an ancient temple of a pain deity, using a magical goblet to transform villagers into bestial revelers. Adventurers must navigate a wine-soaked dungeon filled with drunken beastmen, traps, and puzzles to confront the King of No Men.",22,"Combat, Diplomacy, Puzzles, Roleplay, Traps, Exploration",7.0,6.5,8.0,5.0,4.0,PG-13,6.62,E008_MishaFavorov_CourtoftheKingofNoMen.md,2026-06-28T07:27:11.796Z,deepseek/deepseek-v4-flash
248,2013,Dragons Den – Level 05,Greg Haugh,"A classic dungeon crawl through 11 themed caverns testing different abilities, culminating in a battle with a red dragon. Players can choose rewards based on their performance in non-combat challenges.",11,"Combat, Puzzles, Traps, Exploration, Skill Challenges, Stealth",6.5,6.5,5.5,6.0,1.0,PG,6.12,E009_GregHaugh_DragonsDen.md,2026-06-28T07:27:12.530Z,deepseek/deepseek-v4-flash
249,2013,The Lost Temple of Tyrandraxu,Joshua Laboskie,"A former temple of a horned deity now serves as a night hag's lair, terrorizing a nearby village. Adventurers must navigate traps, a gibbering mouther, and a restless priest to claim a magical horn.",11,"Combat, Diplomacy, Puzzles, Fetch Quests, Roleplay, Traps, Exploration, Social",5.0,6.0,7.0,5.0,1.0,PG-13,5.75,E010_JoshuaJLaboskie_TheLostTempleofTyrandraxu.md,2026-06-28T07:27:16.611Z,deepseek/deepseek-v4-flash
250,2013,The Girly Girl Dungeon,Kaylee Thumann,"A whimsical haunted palace adventure where a betrayed bride's vengeful spirit threatens the village. Players must explore eleven rooms with unique challenges, from dancing ghouls to a weeping dragon and a dollhouse, to banish the spectre.",11,"Combat, Diplomacy, Exploration, Puzzles, Roleplay, Social, Traps",8.0,8.0,9.0,6.0,4.5,PG-13,7.75,E011_KayleeThumann_GirlyGirlDungeon.md,2026-06-28T07:27:17.169Z,deepseek/deepseek-v4-flash
251,2013,Temple of the Demon Speakers,Andreas Folkesten,"Bandits have taken over an old cult temple, while two blessed sheep-women guard the sealed undead high priest. The dungeon features a demon-summoning labyrinth puzzle and a dangerous basin of black fluid.",8,"Combat, Diplomacy, Puzzles, Traps, Exploration, Roleplay",5.5,5.0,6.0,4.0,2.5,PG-13,5.12,E012_AndreasFolkesten_TempleoftheDemonSpeakers.md,2026-06-28T07:27:21.989Z,deepseek/deepseek-v4-flash
252,2013,Kibhur’s Dungeon,C Martins,"Kibhur’s Dungeon is an original dungeon where players must navigate a series of puzzles and combats to confront a disgraced councilor who has fortified a mountain. The dungeon features a Rubik's cube key, a chess teleporter puzzle, and a final boss that uses mind control.",9,"Combat, Diplomacy, Puzzles, Traps, Skill Challenges, Social",8.5,8.5,7.5,5.0,2.0,PG-13,7.38,E013_CMartins_KibhursDungeon.md,2026-06-28T07:27:30.976Z,deepseek/deepseek-v4-flash
253,2013,The Subterranean Maze of Aarthal,Nicolas Senac,"A labyrinth under the Unfading Sultan's palace, where a blind minotaur avatar hunts prisoners in deep darkness. The creature can see through magical gem eyes set in the walls if the party uses light.",30,"Combat, Puzzles, Stealth, Traps, Roleplay, Exploration",5.5,7.0,6.0,6.0,1.0,PG-13,6.12,E014_NicolasSenac_TheSubterraneanMazeofAarthal.md,2026-06-28T07:27:19.698Z,deepseek/deepseek-v4-flash
254,2013,La Bassée,Jason Morningstar,"A somber, one-page scenario in which World War I veterans return to the battlefields of 1935 to confront their memories. The journey through twelve emotionally charged locations on a historical trench map blends exploration of the scarred landscape with roleplay and reflection on trauma.",12,"Exploration, Roleplay",9.5,8.0,9.0,8.5,1.0,PG-13,8.75,E015_JasonMorningstar_LaBassee.md,2026-06-28T07:27:19.367Z,deepseek/deepseek-v4-flash
255,2013,The Games People Play,Eric Harshbarger,"The party awakens on a beach near a manor, where they must collect five magical gems to confront a lich lord who wishes to involve them in a roleplaying game. The dungeon features a mix of combat, puzzles, and social encounters within a meta-narrative.",19,"Combat, Diplomacy, Puzzles, Fetch Quests, Stealth, Roleplay, Traps, Exploration, Skill Challenges, Social",8.5,8.0,9.0,8.0,3.0,PG-13,8.38,E016_EricHarshbarger_GamesPeoplePlay.md,2026-06-28T07:27:28.571Z,deepseek/deepseek-v4-flash
256,2013,Down Among the Dead Men,Daniel Donnell,"A sunken ship temple to King Death, god of the drowned, is surrounded by a treacherous tide-controlled estuary filled with undead and sea monsters. Treasure seekers must time their raid for low tide and navigate a series of flooded chambers, traps, and puzzles to plunder the offerings in the Brine Lord's maw.",10,"Combat, Exploration, Puzzles, Traps, Roleplay, Stealth",7.0,8.0,8.0,8.0,1.5,PG-13,7.75,E017_DanielODonnell_DownAmongtheDeadMen.md,2026-06-28T07:27:26.942Z,deepseek/deepseek-v4-flash
257,2013,A Living-Dead Nightmare,Cristian Aviles,"Adventurers flee from the Black Demon through the Forests of Demli, encountering various NPCs and locations including a tavern, a lich, and a succubus. A resurrection mechanic rewards survival, but the forest is filled with traps and undead.",12,"Combat, Puzzles, Roleplay, Traps, Exploration, Social",5.0,4.0,7.0,6.0,1.0,PG-13,5.5,E018_CristianAviles_ALivingDeadNightmare.md,2026-06-28T07:27:32.238Z,deepseek/deepseek-v4-flash
258,2013,"ISLAND GRAVE OF ALSIAURIGNIS, MOTHER OF MAGIC",Giuseppe Rotondo,"A high-level adventure set on a snow-covered island grave of a dragon god, now home to two clans of primitive chaos dragons. Players navigate dragon patrols, climb peaks, and explore a volcano to retrieve treasures or resurrect the Mother of Magic.",11,"Combat, Diplomacy, Puzzles, Fetch Quests, Stealth, Roleplay, Traps, Exploration, Skill Challenges, Social",8.0,7.0,8.0,7.0,1.0,PG-13,7.5,E019_GiuseppeRotondo_IslandGraveofAlsiaurignis.md,2026-06-28T07:27:30.312Z,deepseek/deepseek-v4-flash
259,2013,The Blackacre Heist,Rol Volz,"A heist scenario where the party must infiltrate a corporate executive floor to replace a stolen prototype with a fake. The circular floor plan features patrols, security cameras, and multiple suspects with hidden motives.",6,"Combat, Stealth, Roleplay, Social, Fetch Quests, Exploration",7.0,6.0,7.0,7.0,2.0,PG,6.75,E020_RolandVolz_TheBlackacreHeist.md,2026-06-28T07:27:36.066Z,deepseek/deepseek-v4-flash
260,2013,Echoes of Empire,Joe Pruitt,"A one-page hex-based strategy game where the player must recruit allies within 14 days to defend a town from an imperial army. Locations offer choices between combat and diplomacy, with time management as a core challenge.",12,"Combat, Diplomacy, Exploration",7.5,5.5,5.0,6.0,1.0,PG,6.0,E021_JoePruitt_EchoesofEmpire.md,2026-06-28T07:27:42.700Z,deepseek/deepseek-v4-flash
261,2013,The Misty Pond,Mike Monaco,"A misty sinkhole pond filled with giant lily pads, stepping stones, and a waterlogged dragonship, haunted by the swamp troll Sven Ogrosson and his undead crew. Players navigate through water and platforms while dealing with magical pollen, traps, wandering monsters, and various encounters.",12,"Combat, Traps, Exploration",6.5,7.0,7.5,7.0,1.0,PG-13,7.0,E022_MikeMonaco_TheMistyPond.md,2026-06-28T07:27:38.216Z,deepseek/deepseek-v4-flash
